Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2016;Tablettes;0;39225;546;94;3;0;28,66 %;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;8563;79;35;3;0;39,34 %;septembre
2016;Téléphones mobiles;0;572;13;2;2;0;50,84 %;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;178;7;2;2;0;81,28 %;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;498;3;0;6;0;<10%;septembre
2018;Ordinateurs;0;15895;91;6;1;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;12;0;0;2;0;92,31 %;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;1022;26;7;2;0;74,49 %;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;547;6;0;3;0;<10%;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;328;8;4;1;0;91,11 %;septembre
2016;Téléphones mobiles;0;2171;30;0;3;0;<10%;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;400;20;11;2;0;72,89 %;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;2048;67;30;1;0;86,85 %;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;3010;30;2;4;0;<10%;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;2201;28;11;3;0;28,44 %;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;24313;366;96;2;0;<10%;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;695;17;3;4;0;39,47 %;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;147;8;4;2;0;57,65 %;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Tablettes;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;<10%;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2017;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Tablettes;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2017;Téléphones mobiles;0;2333;50;12;2;0;70,72 %;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Tablettes;0;0;0;0;0;0;0;septembre
2018;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2017;Autre;0;0;0;0;0;0;0;septembre
2018;Autre;0;0;0;0;0;0;0;septembre
2016;Autre;0;0;0;0;0;0;0;septembre
2016;Téléphones mobiles;0;0;0;0;0;0;0;septembre
2018;Ordinateurs;0;0;0;0;0;0;0;septembre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;2039;46;11;2;0;63,89 %;octobre
2018;Téléphones mobiles;0;433;11;4;3;0;71,22 %;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;1866;57;38;2;0;25,11 %;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;684;15;4;2;0;77,29 %;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;2664;87;57;3;0;69,00 %;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;66818;292;53;2;0;68,41 %;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;43854;415;77;3;0;28,70 %;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;2090;32;0;3;0;<10%;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;27551;558;70;2;0;54,65 %;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;4256;90;13;3;0;<10%;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;911;35;18;2;0;44,63 %;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;72;5;2;2;0;84,71 %;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;201;28;8;1;0;45,37 %;octobre
2017;Téléphones mobiles;0;2572;20;6;4;0;19,49 %;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;393;11;1;2;0;50,64 %;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;10824;90;17;3;0;29,87 %;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;6865;134;43;3;0;41,45 %;octobre
2018;Tablettes;0;269;12;4;3;0;51,36 %;octobre
2018;Tablettes;0;640;17;3;4;0;40,35 %;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;493;4;0;5;0;<10%;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;398;11;5;2;0;24,19 %;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;20;3;1;2;0;100,00 %;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;19238;110;21;2;0;69,43 %;octobre
2016;Téléphones mobiles;0;6;0;0;3;0;20,00 %;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;20;1;1;2;0;76,92 %;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;1782;57;26;1;0;77,00 %;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Autre;0;0;0;0;0;0;0;octobre
2016;Tablettes;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2016;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Ordinateurs;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Téléphones mobiles;0;0;0;0;0;0;0;octobre
2017;Autre;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2018;Tablettes;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2017;Téléphones mobiles;0;4215;127;71;1;0;31,80 %;octobre
2017;Ordinateurs;0;0;0;0;0;0;0;octobre
2018;Autre;0;0;0;0;0;0;0;octobre
2017;Tablettes;0;828;21;15;2;0;31,86 %;octobre
2017;Tablettes;0;0;0;0;0;0;0;octobre
2016;Ordinateurs;0;0;0;0;0;0;0;octobre
