Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2016;Ordinateurs;515;893200;17831;3826;0;515;43,64 %;septembre
2017;Ordinateurs;510;904324;14203;2813;0;510;41,89 %;juillet
2017;Ordinateurs;500;1115636;20140;3789;0;500;44,40 %;avril
2017;Ordinateurs;488;1050602;16944;3333;0;488;45,34 %;juin
2016;Ordinateurs;472;675211;15087;3253;0;472;36,37 %;aout
2017;Ordinateurs;459;1027513;19032;3897;0;459;42,80 %;mars
2017;Ordinateurs;455;1138380;18841;3644;0;455;44,79 %;mai
2016;Ordinateurs;427;613278;13969;3027;0;427;34,42 %;juillet
2016;Ordinateurs;423;619057;14250;3089;0;423;35,88 %;juin
2017;Téléphones mobiles;373;970374;21441;2516;0;373;14,80 %;juillet
2017;Téléphones mobiles;372;1361487;28479;3192;0;372;14,86 %;mai
2017;Téléphones mobiles;371;1213252;25980;2983;0;371;20,19 %;juin
2018;Ordinateurs;362;889230;11597;4322;0;25353;52,65 %;avril
2016;Ordinateurs;360;963838;16727;3631;0;360;51,52 %;octobre
2017;Téléphones mobiles;356;1142435;25939;2958;0;356;17,64 %;avril
2017;Ordinateurs;332;790085;10434;2119;0;375;43,64 %;aout
2017;Ordinateurs;325;801201;10364;2140;0;1196;44,43 %;septembre
2016;Ordinateurs;320;819563;13792;2955;0;320;50,31 %;novembre
2018;Ordinateurs;318;700660;9079;4041;0;21890;52,95 %;mai
2016;Ordinateurs;312;626548;14853;3261;0;312;37,35 %;mai
2018;Ordinateurs;308;848758;10198;3875;0;19269;57,66 %;juin
2017;Ordinateurs;299;734767;12230;2627;0;299;48,71 %;janvier
2018;Téléphones mobiles;285;1074742;17512;3379;0;18237;31,97 %;avril
2017;Téléphones mobiles;284;945545;21644;2721;0;284;20,97 %;mars
2018;Téléphones mobiles;274;940176;16228;3596;0;16415;30,40 %;mai
2018;Téléphones mobiles;274;1068381;17507;3337;0;19732;33,89 %;juin
2017;Téléphones mobiles;265;838737;15717;1885;0;266;15,27 %;aout
2017;Ordinateurs;265;658242;11834;2572;0;265;44,98 %;fevrier
2017;Ordinateurs;265;729247;9853;2151;0;2686;42,11 %;octobre
2016;Ordinateurs;259;518987;12936;2777;0;259;36,50 %;avril
2016;Ordinateurs;247;496243;12376;2615;0;247;41,48 %;mars
2016;Téléphones mobiles;241;557439;10681;1368;0;241;19,87 %;aout
2017;Téléphones mobiles;224;680318;13519;1675;0;306;12,79 %;septembre
2016;Téléphones mobiles;220;657948;12985;1612;0;220;23,01 %;septembre
2018;Ordinateurs;218;542582;5917;2024;0;13938;55,35 %;juillet
2018;Ordinateurs;217;693168;9107;1982;0;14006;46,26 %;avril
2017;Téléphones mobiles;217;647246;13984;1905;0;1709;12,58 %;octobre
2018;Téléphones mobiles;206;765404;10796;1913;0;12463;31,05 %;juillet
2018;Ordinateurs;201;664371;8264;2017;0;11553;49,37 %;mai
2016;Ordinateurs;200;458261;7558;1723;0;200;44,87 %;decembre
2018;Téléphones mobiles;195;1541862;17723;3134;0;12160;41,46 %;aout
2018;Ordinateurs;195;794040;7907;2380;0;10724;59,82 %;octobre
2018;Ordinateurs;190;837292;7619;2206;0;10483;60,04 %;aout
2018;Ordinateurs;185;703891;7463;2278;0;12433;63,76 %;septembre
2017;Ordinateurs;185;633323;7949;1554;0;11524;37,68 %;novembre
2018;Ordinateurs;183;861139;10399;2315;0;14729;48,33 %;janvier
2016;Téléphones mobiles;182;747132;14556;1788;0;182;26,75 %;octobre
2018;Téléphones mobiles;177;853510;20147;3403;0;12367;43,29 %;janvier
2016;Ordinateurs;174;405138;10004;2062;0;174;42,07 %;fevrier
2017;Ordinateurs;170;516440;6099;1239;0;12885;36,81 %;decembre
2018;Téléphones mobiles;169;801574;16947;2583;0;12225;35,86 %;mars
2018;Ordinateurs;162;790994;9428;2005;0;11091;45,48 %;mars
2018;Téléphones mobiles;159;846620;12476;2054;0;8193;36,61 %;septembre
2018;Téléphones mobiles;156;877577;17552;2648;0;9881;35,60 %;avril
2018;Ordinateurs;145;413939;5010;1095;0;8717;49,37 %;juin
2017;Téléphones mobiles;142;558744;10541;1390;0;142;29,29 %;janvier
2017;Téléphones mobiles;141;514304;10978;1499;0;141;21,34 %;fevrier
2017;Téléphones mobiles;138;584933;12705;1695;0;8626;15,46 %;novembre
2018;Téléphones mobiles;136;708901;10512;1575;0;8118;32,94 %;octobre
2016;Téléphones mobiles;127;633272;11999;1479;0;127;25,51 %;novembre
2016;Ordinateurs;124;308292;7286;1395;0;124;38,04 %;janvier
2018;Téléphones mobiles;122;412143;7747;966;0;7117;23,81 %;mai
2016;Téléphones mobiles;122;382875;6836;929;0;122;27,76 %;decembre
2017;Téléphones mobiles;119;457510;9276;1267;0;7111;21,81 %;decembre
2018;Téléphones mobiles;118;533232;9018;1320;0;8380;33,89 %;juin
2016;Téléphones mobiles;112;330273;5873;562;0;112;18,28 %;juillet
2018;Ordinateurs;111;660425;7381;1410;0;7777;47,74 %;fevrier
2018;Ordinateurs;103;331055;3983;1064;0;7169;49,57 %;mars
2018;Téléphones mobiles;102;509065;7015;1049;0;5296;33,73 %;juillet
2018;Ordinateurs;101;410746;3942;904;0;7249;56,60 %;juillet
2018;Téléphones mobiles;88;385172;7428;1171;0;5459;35,84 %;mars
2018;Tablettes;82;165940;3633;1038;0;5750;48,73 %;avril
2018;Téléphones mobiles;79;603976;13044;1758;0;4771;37,79 %;fevrier
2018;Ordinateurs;79;995936;7813;1976;0;6064;61,31 %;octobre
2018;Ordinateurs;79;604363;4525;1167;0;7093;56,75 %;septembre
2016;Ordinateurs;78;658890;5158;311;3;78;16,37 %;decembre
2018;Téléphones mobiles;77;813060;11396;1353;0;6704;30,24 %;octobre
2016;Téléphones mobiles;75;270016;4686;379;0;75;25,88 %;juin
2016;Téléphones mobiles;74;366826;7006;736;0;74;40,31 %;mai
2016;Ordinateurs;74;511528;5722;359;3;74;<10%;aout
2016;Ordinateurs;64;586124;5784;355;3;64;13,02 %;septembre
2018;Tablettes;60;118291;2510;797;0;5538;46,60 %;mai
2016;Téléphones mobiles;59;339699;6569;742;0;59;41,18 %;avril
2016;Ordinateurs;56;602574;5905;357;3;56;10,90 %;juillet
2018;Tablettes;54;112333;2095;604;0;4179;48,69 %;juin
2018;Téléphones mobiles;53;711299;9245;1196;0;4341;30,65 %;septembre
2018;Tablettes;50;62026;1204;310;0;3547;41,79 %;juillet
2016;Tablettes;50;298569;4323;942;0;50;34,83 %;juillet
2016;Ordinateurs;50;125115;1873;260;2;50;37,27 %;septembre
2016;Ordinateurs;49;191640;2477;304;2;49;48,12 %;octobre
2016;Ordinateurs;48;31712;739;440;3;48;25,03 %;juin
2017;Ordinateurs;47;643929;7400;439;3;47;20,82 %;mai
2017;Ordinateurs;45;797922;8746;519;3;45;20,35 %;mars
2017;Ordinateurs;45;191202;2336;1183;2;45;<10%;aout
2016;Ordinateurs;43;228651;1872;483;2;43;11,38 %;juin
2016;Ordinateurs;43;652037;5952;358;3;43;11,17 %;juin
2017;Ordinateurs;42;643766;7340;438;3;42;19,37 %;avril
2017;Ordinateurs;42;549367;6577;391;3;42;22,25 %;juin
2016;Ordinateurs;42;189476;1719;467;2;42;11,87 %;aout
2016;Ordinateurs;42;699961;5990;356;3;42;15,15 %;octobre
2018;Téléphones mobiles;41;1495;373;25;2;2130;93,50 %;octobre
2016;Ordinateurs;38;269115;2744;687;2;38;11,66 %;avril
2018;Tablettes;37;88637;2112;332;0;2285;41,23 %;mars
2018;Ordinateurs;37;123923;1433;552;0;1710;47,22 %;aout
2016;Ordinateurs;37;713895;5892;350;3;37;15,54 %;novembre
2016;Ordinateurs;37;182949;2378;281;2;37;45,36 %;novembre
2018;Tablettes;35;61879;1566;254;0;1702;40,60 %;avril
2016;Tablettes;35;214091;4170;919;0;35;51,09 %;mai
2017;Tablettes;35;61147;1320;89;0;35;11,38 %;juin
2016;Tablettes;35;67199;1423;125;0;35;<10%;septembre
2016;Ordinateurs;34;625195;6115;359;3;34;<10%;mai
2017;Ordinateurs;34;15925;422;220;3;34;76,26 %;juin
2016;Ordinateurs;34;217736;1776;470;2;34;11,35 %;juillet
2016;Tablettes;34;368988;4937;1002;0;34;28,78 %;aout
2018;Tablettes;34;54304;1165;185;0;2390;36,23 %;mai
2016;Ordinateurs;33;193823;2042;508;2;33;<10%;mars
2017;Ordinateurs;32;862964;3656;1020;2;32;40,15 %;janvier
2016;Tablettes;32;205980;3972;868;0;32;46,22 %;juin
2017;Ordinateurs;32;450749;5257;312;3;32;22,38 %;juillet
2016;Ordinateurs;32;29833;692;410;3;32;27,71 %;juillet
2016;Ordinateurs;31;518510;5133;419;3;31;12,22 %;janvier
2017;Ordinateurs;31;31559;555;326;4;31;37,88 %;fevrier
2016;Ordinateurs;31;34549;752;444;3;31;30,21 %;aout
2016;Ordinateurs;31;23714;632;409;3;31;39,65 %;septembre
2018;Tablettes;30;125789;2262;536;0;1557;54,78 %;aout
2018;Téléphones mobiles;30;228909;3080;775;0;1423;37,83 %;aout
2018;Ordinateurs;29;21022;639;686;2;2046;51,18 %;juillet
2016;Ordinateurs;29;263249;2383;584;2;29;16,64 %;fevrier
2016;Ordinateurs;29;623065;5134;409;2;29;13,15 %;mars
2016;Téléphones mobiles;27;120994;1931;148;0;27;25,27 %;mars
2017;Ordinateurs;27;15136;382;216;3;27;73,75 %;juillet
2017;Ordinateurs;27;461065;5037;296;3;27;25,44 %;aout
2016;Ordinateurs;27;39533;789;262;3;27;27,67 %;septembre
2016;Ordinateurs;27;238501;1738;448;2;27;10,30 %;septembre
2016;Ordinateurs;27;319962;1646;409;2;27;<10%;octobre
2017;Tablettes;26;66426;1518;96;0;26;<10%;avril
2018;Téléphones mobiles;26;1783;355;27;2;1090;94,19 %;septembre
2018;Ordinateurs;26;1990;244;22;2;1823;90,73 %;septembre
2016;Ordinateurs;25;50334;845;280;3;25;21,13 %;aout
2018;Tablettes;25;81793;1448;306;0;2070;56,47 %;juillet
2016;Ordinateurs;24;275109;2292;573;2;24;17,03 %;janvier
2016;Ordinateurs;24;30691;756;435;3;24;22,91 %;avril
2016;Ordinateurs;24;143506;1696;201;2;24;44,33 %;decembre
2017;Ordinateurs;23;64187;760;236;3;23;26,02 %;mars
2017;Ordinateurs;23;218988;1568;353;2;23;10,72 %;mars
2016;Tablettes;23;189419;3751;813;0;23;54,36 %;avril
2017;Ordinateurs;23;94337;1541;199;2;23;43,32 %;juillet
2016;Ordinateurs;22;35310;766;429;3;22;33,64 %;fevrier
2016;Ordinateurs;22;553617;5240;423;2;22;13,42 %;fevrier
2017;Téléphones mobiles;22;36345;973;111;2;84;56,42 %;aout
2017;Ordinateurs;22;423029;4260;251;3;35;23,89 %;septembre
2018;Ordinateurs;22;1846;244;21;1;2197;92,67 %;octobre
2018;Tablettes;21;82457;1714;363;0;1054;53,96 %;juin
2017;Ordinateurs;21;119639;1770;215;2;21;39,76 %;mars
2016;Ordinateurs;21;242335;2247;575;2;21;<10%;mai
2017;Ordinateurs;21;103445;1716;204;2;21;42,85 %;juin
2017;Ordinateurs;21;76743;814;220;3;21;34,20 %;juillet
2017;Ordinateurs;21;71513;792;306;3;50;37,48 %;septembre
2017;Ordinateurs;20;36488;649;400;3;20;39,04 %;janvier
2017;Ordinateurs;20;488918;5019;294;3;20;12,40 %;fevrier
2017;Ordinateurs;20;29157;625;360;3;20;55,92 %;mars
2017;Téléphones mobiles;20;38348;1121;105;2;20;50,10 %;avril
2017;Ordinateurs;20;103724;1553;181;2;20;40,44 %;mai
2016;Ordinateurs;20;26422;469;69;2;20;34,88 %;aout
2018;Ordinateurs;19;735736;4042;587;2;1893;21,39 %;fevrier
2017;Ordinateurs;19;552039;4523;270;3;19;17,01 %;janvier
2017;Ordinateurs;19;102846;1355;155;2;19;46,59 %;fevrier
2017;Ordinateurs;19;92669;1368;164;2;19;39,42 %;avril
2016;Ordinateurs;19;723561;5315;333;2;19;12,39 %;avril
2016;Téléphones mobiles;19;10094;530;39;2;19;43,02 %;juillet
2018;Tablettes;18;49058;1118;219;0;1061;42,38 %;mars
2018;Tablettes;18;45983;951;168;0;1485;39,69 %;septembre
2017;Ordinateurs;18;62193;826;310;3;18;27,18 %;janvier
2016;Ordinateurs;18;24249;635;365;3;18;19,11 %;mars
2016;Ordinateurs;18;12557;683;68;2;18;43,81 %;avril
2017;Téléphones mobiles;18;48533;1336;137;2;18;54,81 %;juin
2016;Ordinateurs;18;45723;826;274;3;18;21,16 %;juillet
2017;Tablettes;18;51028;1135;78;0;18;10,02 %;juillet
2016;Ordinateurs;17;32920;675;395;3;17;42,09 %;janvier
2016;Ordinateurs;17;204732;1796;384;2;17;26,95 %;fevrier
2017;Ordinateurs;17;93048;1150;149;2;17;48,45 %;septembre
2017;Ordinateurs;17;21842;498;392;2;17;82,33 %;septembre
2017;Ordinateurs;17;19176;278;224;2;108;76,02 %;octobre
2016;Ordinateurs;17;145423;1086;186;3;17;25,98 %;octobre
2018;Ordinateurs;17;15878;283;106;3;1152;32,72 %;mai
2018;Ordinateurs;17;21855;643;744;2;1088;59,82 %;aout
2017;Tablettes;16;34340;741;51;0;45;<10%;septembre
2017;Tablettes;16;79579;1623;96;0;16;<10%;mai
2017;Ordinateurs;16;78228;967;386;3;16;37,04 %;aout
2016;Ordinateurs;16;25456;512;332;3;16;40,20 %;novembre
2018;Tablettes;16;43502;1014;184;0;1163;33,04 %;octobre
2018;Ordinateurs;16;11097;276;141;3;1009;34,26 %;juin
2018;Tablettes;15;45860;1034;152;0;815;50,25 %;fevrier
2016;Ordinateurs;15;29279;762;440;3;15;22,07 %;mai
2017;Ordinateurs;15;82448;888;234;3;15;34,07 %;juin
2017;Téléphones mobiles;15;46016;1286;144;2;15;54,83 %;juillet
2017;Téléphones mobiles;15;216002;1864;246;3;243;10,90 %;octobre
2018;Ordinateurs;15;3159;218;111;2;1615;68,49 %;juin
2018;Téléphones mobiles;14;25623;730;461;2;993;47,67 %;aout
2016;Ordinateurs;14;208882;1802;383;2;14;27,42 %;janvier
2017;Téléphones mobiles;14;40490;881;91;2;14;50,22 %;fevrier
2017;Téléphones mobiles;14;45553;1316;129;2;14;51,39 %;mars
2016;Ordinateurs;14;50779;982;335;3;14;17,31 %;avril
2018;Ordinateurs;14;6561;263;118;2;990;59,87 %;mai
2016;Ordinateurs;14;16696;957;96;2;14;41,96 %;mai
2017;Ordinateurs;14;86408;878;223;3;14;34,24 %;mai
2016;Ordinateurs;14;52641;918;301;3;14;17,23 %;mai
2016;Ordinateurs;14;53982;937;301;3;14;20,96 %;juin
2017;Tablettes;14;155710;2131;126;2;14;29,04 %;juillet
2017;Tablettes;14;41218;833;56;0;14;<10%;aout
2017;Ordinateurs;14;92571;1312;167;2;14;47,61 %;aout
2017;Ordinateurs;13;118006;1518;176;2;13;47,42 %;janvier
2017;Ordinateurs;13;168880;1348;354;3;13;25,84 %;fevrier
2016;Ordinateurs;13;7623;443;55;3;13;36,13 %;juin
2016;Ordinateurs;13;6456;371;57;2;13;37,56 %;juillet
2016;Tablettes;13;50128;895;68;0;13;<10%;novembre
2016;Tablettes;13;27232;511;39;0;13;10,00 %;decembre
2017;Tablettes;13;55205;1033;124;0;602;19,29 %;decembre
2017;Téléphones mobiles;12;21792;709;82;2;22;43,14 %;octobre
2017;Tablettes;12;29441;655;49;0;12;10,09 %;fevrier
2017;Ordinateurs;12;161424;1333;364;3;12;33,50 %;mars
2017;Ordinateurs;12;15230;334;185;3;12;68,84 %;mai
2017;Ordinateurs;12;123268;876;241;2;12;<10%;juin
2017;Ordinateurs;12;68574;643;234;2;12;<10%;juillet
2018;Téléphones mobiles;12;49573;728;92;0;751;35,32 %;aout
2017;Ordinateurs;12;55875;654;240;3;12;30,95 %;octobre
2016;Téléphones mobiles;12;45508;809;84;3;12;49,20 %;decembre
2016;Ordinateurs;12;263552;1352;353;2;12;16,96 %;decembre
2017;Tablettes;11;47516;965;110;0;170;<10%;octobre
2017;Ordinateurs;11;235497;1908;633;2;11;33,98 %;janvier
2017;Ordinateurs;11;160131;1026;251;2;11;<10%;fevrier
2016;Ordinateurs;11;302557;1067;257;2;11;<10%;fevrier
2016;Ordinateurs;11;50755;1046;388;2;11;19,41 %;mars
2018;Téléphones mobiles;11;45843;636;22;3;855;<10%;avril
2017;Téléphones mobiles;11;44339;1269;118;2;11;52,44 %;mai
2016;Tablettes;11;118370;1569;99;3;11;14,01 %;juillet
2018;Ordinateurs;11;2517;156;86;2;674;67,70 %;aout
2016;Ordinateurs;11;140508;1201;209;3;11;24,41 %;aout
2016;Ordinateurs;11;139889;1261;214;3;11;25,17 %;septembre
2016;Ordinateurs;11;35190;571;190;3;11;38,75 %;octobre
2016;Téléphones mobiles;11;53533;1249;128;3;11;51,32 %;octobre
2016;Tablettes;11;59713;1171;92;0;11;<10%;octobre
2016;Téléphones mobiles;11;53285;1071;109;3;11;48,13 %;novembre
2018;Téléphones mobiles;11;21518;556;305;2;434;40,76 %;juillet
2018;Tablettes;11;67550;1569;220;0;736;34,12 %;janvier
2018;Ordinateurs;11;7584;226;100;2;779;63,70 %;avril
2017;Téléphones mobiles;10;47240;919;96;3;10;50,14 %;janvier
2017;Tablettes;10;201509;3010;181;2;10;25,71 %;avril
2017;Ordinateurs;10;83139;807;216;3;10;32,90 %;avril
2016;Ordinateurs;10;149879;1320;235;3;10;24,55 %;juin
2016;Téléphones mobiles;10;18579;568;42;3;10;36,01 %;aout
2016;Téléphones mobiles;10;41022;1053;111;3;10;49,98 %;septembre
2016;Ordinateurs;10;15032;357;235;3;10;61,14 %;octobre
2016;Ordinateurs;10;214334;1012;262;2;10;<10%;novembre
2016;Ordinateurs;10;30879;553;498;3;10;34,23 %;decembre
2018;Ordinateurs;10;29708;490;57;3;703;23,91 %;octobre
2017;Tablettes;10;76166;1496;174;0;1099;13,24 %;novembre
2016;Tablettes;9;104575;1753;348;0;9;52,40 %;janvier
2016;Ordinateurs;9;74034;1174;452;3;9;28,48 %;fevrier
2018;Téléphones mobiles;9;580935;3841;455;2;609;22,01 %;fevrier
2016;Téléphones mobiles;9;9001;412;23;2;9;41,56 %;juin
2017;Ordinateurs;9;15788;387;279;2;9;76,48 %;aout
2016;Tablettes;9;105427;1526;97;3;9;13,71 %;aout
2018;Tablettes;9;56037;885;177;0;670;42,57 %;septembre
2017;Ordinateurs;9;343466;2887;172;3;65;20,66 %;octobre
2018;Téléphones mobiles;9;14622;473;121;2;576;34,49 %;avril
2018;Téléphones mobiles;9;99652;641;152;3;387;10,42 %;octobre
2018;Ordinateurs;9;136082;1061;69;3;613;10,97 %;avril
2018;Ordinateurs;9;23901;235;48;0;442;47,82 %;aout
2018;Téléphones mobiles;8;126005;903;40;2;649;11,29 %;mars
2016;Ordinateurs;8;91165;1160;468;3;8;32,20 %;janvier
2017;Téléphones mobiles;8;6482;130;5;3;8;<10%;janvier
2017;Tablettes;8;36823;724;53;0;8;<10%;janvier
2017;Ordinateurs;8;51678;686;246;3;8;22,11 %;fevrier
2016;Tablettes;8;130257;2446;526;0;8;57,06 %;fevrier
2016;Tablettes;8;172522;3367;728;0;8;59,77 %;mars
2018;Ordinateurs;8;215195;1317;91;3;484;15,44 %;mars
2017;Tablettes;8;241549;3410;207;2;8;27,51 %;mars
2017;Ordinateurs;8;16293;347;191;3;8;62,69 %;avril
2017;Ordinateurs;8;419141;1708;289;3;101;11,80 %;octobre
2017;Ordinateurs;8;19910;374;148;2;539;67,71 %;novembre
2016;Ordinateurs;8;45150;583;194;4;8;19,45 %;decembre
2018;Ordinateurs;8;785123;3653;210;3;1055;20,95 %;janvier
2018;Ordinateurs;8;2704;187;91;2;413;69,81 %;juillet
2018;Téléphones mobiles;8;2741;92;35;3;427;58,99 %;octobre
2018;Ordinateurs;7;2385;136;84;2;446;64,88 %;septembre
2017;Tablettes;7;114901;1418;86;2;39;30,93 %;septembre
2017;Tablettes;7;50128;1178;83;0;7;<10%;mars
2017;Ordinateurs;7;161646;1091;251;2;7;<10%;avril
2017;Ordinateurs;7;173054;1142;253;2;7;<10%;mai
2017;Tablettes;7;192963;2878;173;2;7;28,46 %;mai
2018;Ordinateurs;7;5560;162;42;3;548;57,34 %;juillet
2017;Téléphones mobiles;7;28841;858;97;2;7;55,64 %;septembre
2017;Ordinateurs;7;52622;671;305;2;7;<10%;septembre
2018;Ordinateurs;7;80623;384;51;4;581;11,76 %;octobre
2018;Téléphones mobiles;7;212814;1825;65;3;463;<10%;janvier
2018;Téléphones mobiles;7;4203;170;49;2;481;34,80 %;mars
2018;Téléphones mobiles;7;14645;571;159;2;307;37,64 %;mars
2017;Ordinateurs;7;331642;1766;106;3;281;18,17 %;decembre
2018;Téléphones mobiles;7;20575;441;120;3;501;34,35 %;mai
2018;Téléphones mobiles;7;15709;448;142;2;442;66,75 %;janvier
2017;Ordinateurs;7;15390;285;108;2;230;81,91 %;decembre
2018;Ordinateurs;7;14338;104;43;3;670;37,80 %;juillet
2017;Ordinateurs;7;85800;964;120;2;121;43,02 %;octobre
2017;Tablettes;6;84640;938;269;2;6;23,20 %;janvier
2017;Téléphones mobiles;6;2129;62;2;3;6;<10%;fevrier
2017;Tablettes;6;110622;1531;89;2;6;14,55 %;fevrier
2016;Ordinateurs;6;129430;1096;197;3;6;23,22 %;juillet
2018;Téléphones mobiles;6;4816;129;36;3;838;64,70 %;aout
2016;Tablettes;6;20956;436;54;2;6;49,65 %;septembre
2016;Tablettes;6;126663;1644;100;3;6;13,60 %;octobre
2016;Ordinateurs;6;99700;647;109;3;6;16,61 %;novembre
2018;Ordinateurs;6;13649;165;51;2;403;68,64 %;mars
2018;Ordinateurs;6;18979;263;69;2;334;82,44 %;janvier
2018;Téléphones mobiles;6;97352;607;125;3;42;<10%;septembre
2018;Ordinateurs;6;15927;300;89;2;335;61,75 %;mai
2018;Tablettes;6;234;42;2;1;285;100,00 %;octobre
2018;Ordinateurs;5;27399;408;64;3;718;30,11 %;septembre
2018;Téléphones mobiles;5;10509;111;34;3;247;35,15 %;septembre
2018;Tablettes;5;361;44;3;2;517;97,56 %;septembre
2017;Ordinateurs;5;18593;322;116;2;288;81,32 %;novembre
2017;Ordinateurs;5;27033;404;142;2;470;72,81 %;novembre
2018;Ordinateurs;5;14499;281;92;2;311;62,32 %;janvier
2018;Ordinateurs;5;1614;94;43;2;340;56,08 %;octobre
2016;Ordinateurs;5;260812;1032;261;2;5;<10%;janvier
2018;Ordinateurs;5;4833;86;25;2;240;80,17 %;fevrier
2017;Tablettes;5;5259;166;87;3;5;57,09 %;mars
2017;Tablettes;5;3276;110;58;3;5;69,81 %;avril
2016;Tablettes;5;7614;475;47;2;5;46,36 %;mai
2017;Tablettes;5;18567;260;68;3;5;39,92 %;juin
2017;Tablettes;5;183819;2662;158;2;5;30,35 %;juin
2017;Tablettes;5;2732;104;74;2;5;78,17 %;aout
2017;Tablettes;5;137273;1763;104;2;5;31,97 %;aout
2016;Tablettes;5;7777;161;55;3;5;29,07 %;septembre
2016;Tablettes;5;138977;1734;106;3;5;16,57 %;novembre
2017;Ordinateurs;5;74106;785;331;2;495;<10%;decembre
2018;Téléphones mobiles;5;5050;202;57;3;247;66,11 %;mai
2017;Téléphones mobiles;5;12598;406;165;2;265;70,83 %;decembre
2018;Téléphones mobiles;5;17843;400;122;2;2568;35,89 %;mars
2018;Ordinateurs;5;20034;299;58;2;298;62,11 %;mars
2018;Tablettes;5;32184;646;80;0;418;24,66 %;octobre
2017;Téléphones mobiles;5;24356;421;153;2;353;75,44 %;novembre
2018;Téléphones mobiles;5;28847;716;79;3;249;40,53 %;septembre
2018;Téléphones mobiles;5;27961;410;35;2;367;42,11 %;janvier
2018;Ordinateurs;5;70640;485;114;3;250;41,28 %;mars
2018;Ordinateurs;4;11108;181;53;3;202;51,37 %;fevrier
2017;Ordinateurs;4;11485;223;109;2;8;41,11 %;octobre
2018;Tablettes;4;19531;364;118;0;194;50,62 %;aout
2018;Téléphones mobiles;4;3677;109;26;3;214;43,90 %;juin
2016;Tablettes;4;92724;1306;108;2;4;12,86 %;fevrier
2016;Ordinateurs;4;189342;1626;344;2;4;23,20 %;mars
2017;Ordinateurs;4;660;39;18;2;4;76,74 %;mars
2018;Ordinateurs;4;14060;267;75;3;262;36,07 %;avril
2018;Tablettes;4;1028;47;17;2;275;57,05 %;avril
2016;Tablettes;4;5550;198;107;3;4;21,10 %;mai
2016;Tablettes;4;10397;207;64;3;4;20,44 %;juin
2017;Téléphones mobiles;4;14659;166;11;4;4;<10%;aout
2016;Téléphones mobiles;4;5082;151;5;3;4;<10%;aout
2018;Ordinateurs;4;4933;127;40;3;209;55,33 %;aout
2016;Tablettes;4;125089;1615;101;3;4;17,37 %;septembre
2017;Ordinateurs;4;4193;86;62;2;171;33,42 %;octobre
2016;Tablettes;4;26445;310;65;3;4;17,33 %;decembre
2018;Ordinateurs;4;9969;175;58;2;206;85,75 %;janvier
2018;Tablettes;4;3610;68;14;2;164;81,47 %;avril
2018;Téléphones mobiles;4;3786;125;50;3;195;66,74 %;septembre
2018;Ordinateurs;4;20862;304;56;2;181;78,36 %;avril
2018;Ordinateurs;4;86542;620;58;2;668;53,23 %;janvier
2018;Tablettes;4;2878;62;16;3;207;30,97 %;mai
2018;Téléphones mobiles;4;3991;99;30;3;176;71,88 %;juillet
2018;Téléphones mobiles;4;22697;190;52;3;235;32,00 %;aout
2017;Téléphones mobiles;4;2496;79;42;2;64;28,04 %;octobre
2018;Ordinateurs;3;23584;211;88;2;300;40,94 %;mars
2018;Téléphones mobiles;3;7281;169;54;2;163;72,30 %;mars
2018;Téléphones mobiles;3;38094;460;17;3;271;<10%;mars
2018;Ordinateurs;3;17440;392;216;2;251;37,52 %;juillet
2018;Téléphones mobiles;3;9516;119;20;4;322;55,25 %;aout
2017;Tablettes;3;54736;780;255;2;3;37,26 %;janvier
2016;Ordinateurs;3;9965;238;58;2;3;80,07 %;janvier
2017;Tablettes;3;7245;191;110;3;3;38,70 %;janvier
2016;Tablettes;3;11409;317;126;2;3;24,41 %;fevrier
2018;Ordinateurs;3;1460;36;13;2;181;51,37 %;mars
2016;Tablettes;3;107330;1285;105;2;3;13,67 %;mars
2018;Tablettes;3;2381;58;15;3;192;37,55 %;mars
2018;Téléphones mobiles;3;4979;193;61;2;117;61,32 %;avril
2017;Tablettes;3;17599;424;47;2;3;48,94 %;avril
2017;Téléphones mobiles;3;1984;34;1;3;3;<10%;avril
2016;Ordinateurs;3;147987;1350;242;2;3;20,33 %;mai
2016;Téléphones mobiles;3;10130;444;20;2;3;45,64 %;mai
2018;Tablettes;3;804;41;15;2;260;48,11 %;mai
2017;Tablettes;3;19284;246;65;3;3;37,56 %;mai
2017;Tablettes;3;15832;485;53;2;3;53,89 %;juin
2018;Téléphones mobiles;3;8435;122;20;3;61;58,91 %;juin
2017;Tablettes;3;2370;118;60;3;3;86,50 %;juin
2016;Tablettes;3;24410;369;100;2;3;<10%;juin
2016;Téléphones mobiles;3;5200;102;4;3;3;<10%;juillet
2017;Tablettes;3;2524;88;51;3;3;82,16 %;juillet
2017;Tablettes;3;18421;254;69;3;3;39,13 %;juillet
2016;Tablettes;3;9412;212;67;3;3;21,70 %;juillet
2016;Tablettes;3;19264;285;76;2;3;<10%;aout
2017;Tablettes;3;27522;655;327;2;3;<10%;aout
2016;Téléphones mobiles;3;2961;58;2;3;3;<10%;octobre
2018;Tablettes;3;105;4;2;2;251;93,69 %;octobre
2017;Tablettes;3;8824;271;32;2;3;47,34 %;octobre
2017;Téléphones mobiles;3;17093;504;197;2;123;70,00 %;novembre
2018;Tablettes;3;180787;1312;79;2;192;27,30 %;janvier
2018;Ordinateurs;3;23793;212;14;3;157;10,41 %;mai
